Nazwisko aktualne,Liczba
KOŁŁĄTAJ-SRZEDNICKI,3
KOŁODIN,3
KOŁODRÓBSKI,3
KOŁODZIC,3
KOŁODZIECKI,3
KOŁODZIEJEK-BRENNEK,3
KOŁODZIEJKA,3
KOŁODZIEJSKI BENEVIDES,3
KOŁODZIEJ-WALCZAK,3
KOŁOMEJ,3
KOŁOMYJCZAK,3
KOŁOTOWICZ,3
KOŁOWRODZKI,3
KOŁTOWICZ,3
KOŁTUNIEC,3
KOŁTUN-POTOCKI,3
KOŁTUŃCZYK,3
KOŁUBIEC,3
KOŁUPKO,3
KOŁYNICZ,3
KOŁYŃSKI,3
KOŁZUT,3
KOMADZIŃSKI,3
KOMAKHA,3
KOMAKHIDZE,3
KOMANOV,3
KOMANT,3
KOMARECHKO,3
KOMARIANSKYI,3
KOMAR-KOMAROWSKI,3
KOMARNICKI-IWASZYCZKOWICZ,3
KOMAROVSKYY,3
KOMASZKO,3
KOMBÓR,3
KOMBUŁÓW,3
KOMEDJOWSKI,3
KOMEM,3
KOMENDAT,3
KOMERYSTYI,3
KOMET,3
KOMIEL,3
KOMISZCZO,3
KOMLACH,3
KOMŁOSZ,3
KOMMANDER,3
KOMMEL,3
KOMNATNY,3
KOMNATOVSKYI,3
KOMOLKO,3
KOMOLOV,3
KOMORI,3
KOMORKOWSKI,3
KOMORNYI,3
KOMOROSKI,3
KOMORÓW,3
KOMOSINSKI,3
KOMOTIL ACHMET,3
KOMOTSKIY,3
KOMÓW,3
KOMPA-MRÓZ,3
KOMPAN,3
KOMPANIEJCOW,3
KOMPANIEJEC,3
KOMPANII,3
KOMPANIYETS,3
KOMYSHENKO,3
KOMYSHNYY,3
KOMYZ,3
KOMZAREW,3
KONADOROW,3
KONAKH,3
KONARIEV,3
KONASHUK,3
KONATAR,3
KONCGESKA,3
KONCHUK,3
KONCOK,3
KONCOWICZ,3
KONCYTOWICZ,3
KONDAKÓW,3
KONDAUROV,3
KONDEREK,3
KONDOŁOWSKI,3
KONDOROWSKI,3
KONDRASHEV,3
KONDRATETS,3
KONDRATEV,3
KONDRATIUK VEL KONDRASZEWSKI,3
KONDRATSIUK,3
KONDRATYSHEN,3
KONDRIN,3
KONDROV,3
KONDRYCH,3
KONDUCHOWICZ,3
KONDUSZA,3
KONDYJEWSKI,3
KONDYK,3
KONDYŚ,3
KONDZHARIAN,3
KONDZIŃSKI,3
KONDZOLKA,3
KONECKA,3
KONEVALYK,3
KONFEDERATENKO,3
KONGÓRSKI,3
KONGSTAD,3
KONHURTSEV,3
KONIECZNY VEL KONIECZKO,3
KONIECZNY-NÓŻKIEWICZ,3
KONIEWICKI,3
KONINIEC,3
KONISZ,3
KONISZCZER,3
KONIUCHENKO,3
KONIUKHAU,3
KONIUSIŃSKI,3
KONJARIA,3
KONJOR,3
KONKLE,3
KONOBA,3
KONOBRODSKI,3
KONOBRYTSKYI,3
KONOFOŁ,3
KONONOWICZ VEL SIEMIONOWICZ,3
KONONOWICZ-KRASUSKI,3
KONONSKYI,3
KONONUCHENKO,3
KONONYUK,3
KONOPATSKI,3
KONOPATSKYY,3
KONOPELKIN,3
KONOPELKO-BIELECKI,3
KONOPLIANYK,3
KONOSEWYCZ,3
KONOSHCHENKO,3
KONOSHEVYCH,3
KONOSHKO,3
KONOSZYŃSKI,3
KONOTOPSKYI,3
KONOVALETS,3
KONOVALSKYI,3
KONOWOLL,3
KONOWRACKI,3
KONOZIUK,3
KONRATOWSKI,3
KONSTANCHUK,3
KONSTANTINOU,3
KONSTANTYNOPOLSKI,3
KONSZCZYŃSKI,3
KONTAK-GRZĘDA,3
KONTAR,3
KONTAROVSKY,3
KONTHAK,3
KONTOFTT,3
KONTORIN,3
KONTOW,3
KONTROLEWICZ,3
KONTSCHYTS,3
KONTSUR,3
KONTY,3
KONTZ,3
KONWALENKO,3
KONWALINKO,3
KONWISCHER,3
KONYUKH,3
KONŻYŃSKI,3
KOŃCZAŁA,3
KOŃKIEWICZ,3
KOŇUCH,3
KOOIMAN,3
KOOS,3
KOPACZEW,3
KOPANEK,3
KOPANISHYN,3
KOPANSKYY,3
KOPATS,3
KOPATSCH,3
KOPELCIW,3
KOPENHAGEN,3
KOPENKO,3
KOPERLIK,3
KOPER-ROCHALSKI,3
KOPIAK,3
KOPICHA,3
KOPICZUK,3
KOPIDOŁ,3
KOPIETCHUK,3
KOPIEWSKI,3
KOPIIKO,3
KOPIJKOWSKI-GOŻUCH,3
KOPITSA,3
KOPITTKE,3
KOPIYKA,3
KOPLOWIC,3
KOPLOWITZ,3
KOPOTUN,3
KOPPA OSTROWSKI,3
KOPPELAAR,3
KOPPER,3
KOPPES,3
KOPROWSKI DIAZ,3
KOPRYWA,3
KOPŘIVA,3
KOPSZTEJN,3
KOPSZYNA,3
KOPTEN,3
KOPTSEVYCH,3
KOPTSIUKH,3
KOPYCHKO,3
KOPYCIŃSKI-SZTUKA,3
KOPYNIAK,3
KOPYS,3
KOPYSTIANSKYI,3
KOPYTSIAK,3
KOPYTTO,3
KOPYTYNSKI,3
KORABAU,3
KORAB-KARPOWICZ,3
KORAB-LASKOWSKI,3
KORADECKI,3
KORALENKO,3
KORALKIEWICZ,3
KORALUK,3
KORANTENG,3
KORAT,3
KORAY,3
KORBICKI,3
KORBYŁO,3
KORCELLI,3
KORCHEMAKHA,3
KORCIN,3
KORCZAK NIWICKI,3
KORCZAK-MICHALEWSKI,3
KORCZAK-MLECZKO,3
KORCZAK-VOSS,3
KORCZOWICZ,3
KORÇA,3
KORDACZKA-MATYSIAK,3
KORDASZUK,3
KORDAWIECKI,3
KORDELSKYI,3
KORDELUK,3
KORDEMAN,3
KORDIA,3
KORDIĆ,3
KORDIK,3
KORDIUMOV,3
KORDJACZNY,3
KORDONSKI,3
KORDOWICKI,3
KORDOWISKO,3
KORDSKI,3
KORDYAK,3
KORDYBACH,3
KORDYBAN,3
KORDYNIECKI,3
KORDZADZE,3
KORDZAIA,3
KORDZIAWA,3
KORDZIUK,3
KOREICHUK,3
KOREIVA,3
KOREIVO,3
KOREJBO,3
KOREJCZUK,3
KOREKYAN,3
KORENDII,3
KORENETS,3
KORENFELD,3
KORENNYI,3
KORENOVSKYY,3
KORENSKYI,3
KORESANDOVYCH,3
KORESCH,3
KORESHKOV,3
KOREŚ,3
KORETCHUK,3
KORETKO,3
KOREVA,3
KORGANOW,3
KORGOWD,3
KORIAKA,3
KORICH,3
KORIGOV,3
KORISH,3
KORKELIA,3
KORKIENIEC,3
KORKUC,3
KORKUNDA,3
KORKUTS,3
KORLOTIAN,3
KORŁÓB,3
KORMACHOV,3
KORMIŁO,3
KORMYSHOV,3
KORNEICHUK,3
KORNELIAK,3
KORNIANSKY,3
KORNIIAKA,3
KORNIIEVYCH,3
KORNIJEWSKI,3
KORNILICH,3
KORNISHYN,3
KORNITSKYY,3
KORNUTIAK,3
KORNYLEVYCH,3
KOROBENIUK,3
KOROBENKO,3
KOROBIEJNIKOW,3
KOROCHANSKYI,3
KOROCHKIN,3
KORODYM,3
KOROGODIN,3
KOROL-BORODZIUK,3
KOROL'OV,3
KORON,3
KORONIORZ,3
KOROPIECKI,3
KOROPIS,3
KOROŚCIŃSKI,3
KOROTECKI,3
KOROTETSKYI,3
KOROTKEVYCH,3
KOROTKIKH,3
KOROTS,3
KORPAI,3
KORPANIUK,3
KORPOLAK,3
KORSHENKO,3
KORSHIA,3
KORSHOK,3
KORSHUK,3
KORSHUNOVYCH,3
KORSHYNSKYI,3
KORSIKOV,3
KORSON,3
KORSUNOV,3
KORTEZY,3
KORUB,3
KORUCU,3
KORUNIAK,3
KORUSZOWIC,3
KORYAKIN,3
KORYBUT-KOTULEWSKI,3
KORYLOWSKI,3
KORYNETSKYI,3
KORYNEVYCH,3
KORYSHKO,3
KORYTNIUK,3
KORYWCZAK,3
KORZEJA,3
KORZENIECKI-KLISZ,3
KORZENIK,3
KORZENNIK,3
KORZENSKI,3
KORZEWNIK,3
KORZHANSKYI,3
KORZHENEVSKIY,3
KORZHUN,3
KORZHYNSKYI,3
KORZIEJONEK,3
KORZINEK,3
KORZUSZANIK,3
KORZYDŁO,3
KORZYK,3
KORZYN,3
KORZYNIESKI,3
KORŻA,3
KORŻANOWSKI,3
KORŽINEK,3
KOSACKI-PRZYBYŁA,3
KOSAK VEL KOSZ,3
KOSALEWICZ,3
KOSANOVIĆ,3
KOSARAU,3
KOSARI,3
KOSAROVYCH,3
KOSARYEV,3
KOSCHADE,3
KOSCHATE,3
KOSCHEK,3
KOSCHENTKA,3
KOSCIELSKI,3
KOSCIESZA,3
KOSCIUKIEWICZ,3
KOSE,3
KOSEAN,3
KOSENIUK,3
KOSERKAS,3
KOSHADZE,3
KOSHETAR,3
KOSHEVOI,3
KOSHIDA,3
KOSHKAROV,3
KOSHKIDKO,3
KOSHLYCH,3
KOSHOVENKO,3
KOSHUTIN,3
KOSHUTSKYI,3
KOSHY,3
KOSIAKIEWICZ,3
KOSIAKOWSKI,3
KOSIBA-GAWRON,3
KOSIBORSKI,3
KOSICHENKO,3
KOSIDLO,3
KOSIELEWSKI,3
KOSIER,3
KOSIERA,3
KOSIJ,3
KOSILOV,3
KOSINOV,3
KOSIRÓG,3
KOSIUCHENKO,3
KOSIVCHAK,3
KOSJANIUK,3
KOSKE,3
KOSKELA,3
KOSKINIOTIS,3
KOSKSI,3
KOSLA,3
KOSLICKI,3
KOSLOWSKY,3
KOSMACHOV,3
KOSMALSKI CASTRO,3
KOSMANEK,3
KOSMAS,3
KOSMICKI,3
KOSNER,3
KOS-NOWICKI,3
KOSOBRODOV,3
KOSOHOROV,3
KOSON,3
KOSOPKO,3
KOSORUKOV,3
KOSOVER,3
KOSOVSKYY,3
KOSOWER,3
KOSOWIAK,3
KOSSABUCKI,3
KOSSAKOWSKI-DĘBICKI,3
KOSSARSKI,3
KOSSATZ,3
KOSSEIFI,3
KOSSENDAJ,3
KOSS-ZIELIŃSKI,3
KOSTACK,3
KOSTANDOV,3
KOSTANOVITS,3
KOSTANTYNOWSKI,3
KOSTARIEV,3
KOSTELNICKAS,3
KOSTELYNYN,3
KOSTENETSKYI,3
KOSTIEREWA,3
KOSTITSYN,3
KOSTIUNIN,3
KOSTIURA,3
KOSTKA DE SZTEMBERG,3
KOSTKA-ZAWADZKI,3
KOSTMAN,3
KOSTOGRYS,3
KOSTOVAROV,3
KOSTRABII,3
KOSTREJ,3
KOSTROMITIN,3
KOSTROMYTSKYI,3
KOSTROŃ,3
KOSTRUBENKO,3
KOSTRUBIES,3
KOSTRZEWA-SEYOUM,3
KOSTSIN,3
KOSTYGOV,3
KOSTYNA,3
KOSTYNSKYI,3
KOSTYRIN,3
KOSTYROK,3
KOSTYRZEWSKI,3
KOSTYUKOV,3
KOSUCIŃSKI-SKOREK,3
KOSYDARSKI,3
KOSYNTKA,3
KOSZAŁEK,3
KOSZAREWSKI,3
KOSZCZOŁOWICZ,3
KOSZELIK,3
KOSZELÓW,3
KOSZEWA,3
KOSZIAN,3
KOSZŁAJ,3
KOSZOŁKA,3
KOSZOROWSKI,3
KOSZTA,3
KOSZTEWICZ,3
KOSZTYŁA-MALCZEWSKI,3
KOSZYCZARZ,3
KOŚCIA,3
KOŚCIESZA-ŻABA,3
KOŚCIJANCZUK,3
KOŚCIÓWKO,3
KOŚCIÓW-TRYBUS,3
KOŚCIUGA,3
KOŚCIUŁEK,3
KOŚCIW,3
KOŚĆ-FEĆKO,3
KOŚIŃSKI,3
KOŚLARZ,3
KOŚMINSKI,3
KOŠUT,3
KOT VEL KOTYŃSKI,3
KOTANI,3
KOTEK-AGROSZEWSKI,3
KOTELA-CIOS,3
KOTELIANETS,3
KOTELIAŃSKI,3
KOTELIUKH,3
KOTELKO,3
KOTELNYTSKYI,3
KOTERA,3
KOTHIYA,3
KOTIEV,3
KOTIL,3
KOTIUZHANSKYI,3
KOTKE,3
KOTKEVYCH,3
KOTKUDAK,3
KOTLAREWSKI,3
KOTLYARENKO,3
KOTMUS,3
KOTNIUKH,3
KOTOHURA,3
KOTOLEVSKYI,3
KOTOLOV,3
KOTOMAN,3
KOTOMIN,3
KOTON,3
KOTOULAS,3
KOTOVETS,3
KOTSABIUK,3
KOTSCHENDOFF,3
KOTSELOVSKYI,3
KOTSEVYCH,3
KOTSII,3
KOTSIUBKO,3
KOTSIUMBAS,3
KOTSIUR,3
KOTSLER,3
KOTSONIAS,3
KOTSUROVSKYI,3
KOTTEK,3
KOTTS,3
KOTUKH,3
KOTUKHA,3
KOTULAS,3
KOTULSKYI,3
KOTURBASH,3
KOTUZIAK,3
KOTVYTSKIY,3
KOTWISZ,3
KOTYHA,3
KOTYLUK,3
KOTYSH,3
KOTZEM,3
KOTZER,3
KOTZMAN,3
KOTZOT,3
KOTZUR-WIERZEJEWSKI,3
KOTZYBIK,3
KOUBAH,3
KOUCHAKJI,3
KOUDENBURG,3
KOUFFA HADJINSY,3
KOUGKAS,3
KOUIDER RAHMANI,3
KOUKANGA FYLLA,3
KOUKOUTIMPAS,3
KOULAS,3
KOULECHOV,3
KOUROUMA,3
KOUSSOUGBO,3
KOUT,3
KOUYOUMDJIAN,3
KOVACIK,3
KOVADLO,3
KOVALEVSKII,3
KOVALISHYN,3
KOVALOK,3
KOVALSKY,3
KOVALYUK,3
KOVAŘ,3
KOVÁŘÍK,3
KOVBASNYK,3
KOVERA,3
KOVERIN,3
KOVERKO,3
KOVGER,3
KOVHANOV,3
KOVIN,3
KOVINKA,3
KOVITA,3
KOVJENIĆ,3
KOVKUTA,3
KOVNATSKYI,3
KOVNIR,3
KOVPAN,3
KOVRYZHENKO,3
KOVRYZHKO,3
KOVSHUN,3
KOVTALO,3
KOVTASH,3
KOVTIUKH,3
KOVTONYUK,3
KOVZEL,3
KOWALCZK,3
KOWALCZUK VEL PRAŻYNIEWICZ,3
KOWALCZUK-KOWALSKI,3
KOWALCZYK VEL SZACOŃ,3
KOWALIK-MIKLASZEWSKI,3
KOWALIK-MOTYKA,3
KOWALIK-NYCZ,3
KOWALSKI VEL JON,3
KOWALSKI-DACZKOWSKI,3
KOWALSKI-DROB,3
KOWALSKI-SOCHA,3
KOWALSKI-ZAJĄCZKOWSKI,3
KOWALUNIEC,3
KOWAŁEK,3
KOWARDZIEJ,3
KOWARZIK,3
KOWASKI,3
KOWBA,3
KOWBASIUK,3
KOWBASOWSKI,3
KOWESZKO,3
KOWGANKO,3
KOWIECZENKO,3
KOWIK,3
KOWRYGIN,3
KOWTUNOW,3
KOWZO,3
KOX,3
KOYANAGI,3
KOZACHKO,3
KOZACHKOV,3
KOZAK-BACZYŃSKI,3
KOZAREZ,3
KOZARI,3
KOZARYSZCZUK,3
KOZA-SANKOWSKI,3
KOZASHVILI,3
KOZA-SULIMA,3
KOZATSKYI,3
KOZDENBA,3
KOZDON,3
KOZEBSKI,3
KOZERYNA,3
KOZHAK,3
KOZHEMIACHENKO,3
KOZHEMPA,3
KOZHENIVSKYI,3
KOZHUKHAROV,3
KOZHULENKO,3
KOZHUSHYN,3
KOZHYDLO,3
KOZIARETS,3
KOZIBROCKI,3
KOZICA-O'CALLAGHAN,3
KOZICZUK,3
KOZIELCZAK,3
KOZIEŁO,3
KOZIEŃCOW,3
KOZIERADZKI VEL KOZYRSKI,3
KOZIGÓRSKI,3
KOZIJATKO,3
KOZIKOV,3
KOZINOV,3
KOZIOREK-KOWALSKI,3
KOZIOŻEMSKI,3
KOZIUR,3
KOZLAK,3
KOZLER,3
KOZLOVS,3
KOZLOVSKY,3
KOZLYNETS,3
KOZLYUK,3
KOZŁOWSKI-WILK,3
KOZŁOWSKI-WOJTYCZKA,3
KOZMENCHUK,3
KOZMINSKI,3
KOZMYK,3
KOZOL,3
KOZOROWSKYJ,3
KOZUCHOWICZ,3
KOZUNENKO,3
KOZUPYTSIA,3
KOZUSZOK,3
KOZYCH,3
KOZYDUB,3
KOZYNENKO,3
KOZYNIAK,3
KOZYNKO,3
KOZYRAU,3
KOZYREK,3
KOZYRKO,3
KOZYROWSKI,3
KOŹBIER,3
KOŹBIŃSKI,3
KOŹLAK-CUBAL,3
KOŹLENIA,3
KOŹLICA,3
KOŹLINKO,3
KOŻANOW,3
KOŻARKA,3
KOŻBIAŁ,3
KOŻBIEL,3
KOŻLAK,3
KOŻMIŃSKI,3
KOŻUCHOWSKI-GRABCZUK,3
KOŻUKAROW,3
KOŻUSIUK,3
KOŻUSZNY,3
KOŻUSZYŃSKI,3
KÓCABA,3
KÓNICZUK,3
KÓŹLAK,3
KŐNIGSMANN,3
KŐSE,3
KÖFFER,3
KÖKTÜRK,3
KÖLBL,3
KÖLLER,3
KÖNIG-KRAKOWSKI,3
KÖPKE,3
KÖPPEN,3
KÖSTLER,3
KÖTSCH,3
KRAAIKAMP,3
KRAAYENBRINK,3
KRACHKO,3
KRACKI,3
KRADOZHON,3
KRAFZIK,3
KRAGULJAC,3
KRAICHAK,3
KRAICHUK,3
KRAICHYNSKYI,3
KRAIDUBA,3
KRAIEM,3
KRAILIUK,3
KRAITOR,3
KRAIUSHKIN,3
KRAIZ,3
KRAJCHAN,3
KRAJENT,3
KRAJEWIT,3
KRAJMECKI,3
KRAJSMAN,3
KRAJSZNER,3
KRAJUSZKIN,3
KRAJZLER,3
KRAKOVSKYI,3
KRAKOW,3
KRAKOWIAK-SITKA,3
KRAKOWIN,3
KRALEV,3
KRALKO,3
KRAMICH,3
KRAMISZEWSKI,3
KRAMNYCHNYI,3
KRAMPIC,3
KRAMPILC-ANICKI,3
KRANCBERG,3
KRANCKOWSKI,3
KRANIN,3
KRANKE,3
KRANZBERG,3
KRAPF,3
KRAPIUNITSKI,3
KRAPLYNA,3
KRAPP,3
KRAPYVA,3
KRARA,3
KRASAKIEWICZ,3
KRASAVTSEV,3
KRASENKO,3
KRASHCHUK,3
KRASHEUSKI,3
KRASICKI-MOCKAŁŁO,3
KRASIKOW,3
KRASITSKYI,3
KRASIUKIANIS,3
KRASIUKOV,3
KRASIY,3
KRASKA-LEWALSKI,3
KRASKOV,3
KRASNER,3
KRASNIANYK,3
KRASNICKAS,3
KRASNIĆ,3
KRASNIEJOW,3
KRASNITSKI,3
KRASNOHOLOV,3
KRASNOHOLOVYI,3
KRASNOŁUCKI,3
KRASNONOS,3
KRASNONOSOV,3
KRASNOPEROV,3
KRASNOPORTKO,3
KRASNOW,3
KRASNOWSKI-HOBBS,3
KRASNOYAROV,3
KRASNYKOV,3
KRASOVSKII,3
KRASSEJ,3
KRASSEK,3
KRASULIAK,3
KRASYLIUK,3
KRASYTSKYI,3
KRASYVORON,3
KRASZCZYK,3
KRAŚKÓW,3
KRAŚNIANKO,3
KRAŚNICA,3
KRAŚNICKI-SOKÓŁ,3
KRAŚNIEWICZ-KRAŚNICKI,3
KRATEWICZ,3
KRATOCHVÍL,3
KRATZER,3
KRAUCIK,3
KRAUCZUKAS,3
KRAUSEL,3
KRAUSHAAR,3
KRAUŚNIK,3
KRAUTER,3
KRAUZE-WULTAŃSKI,3
KRAUZOWICZ-STĘPIEŃ,3
KRAVCHUTA,3
KRAVITS,3
KRAVITSKYI,3
KRAWARITIS,3
KRAWCZUGO,3
KRAWCZYNIUK,3
KRAWECZYŃSKI,3
KRAWIS,3
KRAWUTSCHKE,3
KRAYEUSKI,3
KRĄZOWICZ,3
KRÄUSEL,3
KRBEC,3
KREBER,3
KRECHUN,3
KRECISZ,3
KREDEK,3
KREDĘS,3
KREIMAS,3
KREIZA,3
KREIZENBECK,3
KREJCZ,3
KREKOT,3
KRELBAUM,3
KRELING,3
KREMENETS,3
KREMENIUK,3
KREMIETZ,3
KREML,3
KREMLIAKOV,3
KREMP,3
KREMPHOLC,3
KREMPITZ,3
KRENING,3
KRENTOWICZ,3
KRENTZEL,3
KREPAK,3
KREPCHUK,3
KREPETS,3
KREPINIEWICZ,3
KREPOSNYI,3
KREPYCH,3
KRESHCHUK,3
KRESIUN,3
KRESOWIECKI,3
KRESTIN,3
KRESTOV,3
KRESTOW,3
KREŠIĆ,3
KRETCYCH,3
KRETSCHMAN,3
KRETZSCHMAR,3
KREWICKI,3
KREYSER,3
KREZO,3
KRĘCIW,3
KRĘCJASZ,3
KRĘTEK,3
KRĘWICKI,3
KRIACHUN,3
KRIAKVIN,3
KRICZ,3
KRIEGSEISEN,3
KRIENKE,3
KRIESER,3
KRIESTEN,3
KRIEWALD,3
KRIEWS,3
KRIGERS,3
KRIHER,3
KRIM,3
KRINGEL,3
KRINGS,3
KRIPLANI,3
KRISCHCAUTZKY,3
KRISCHEWSKI,3
KRISHAN,3
KRISTENSSON,3
KRISZNIEWSKI,3
KRISZPIN,3
KRITIKOS,3
KRIUCHKO,3
KRIVKO,3
KRIVOKUĆA,3
KRIVORUCHKO,3
KRIVOSHEEV,3
KRIWONOS,3
KRIZ,3
KRIZSKI,3
KROCHECKI,3
KROCHUK,3
KROCIŃSKI,3
KROENINGER,3
KROFT,3
KROFTA,3
KROGIERT,3
KROGÓL,3
KROKA,3
KROKHMALOV,3
KROK-SOŁOWSKI,3
KROLENKO,3
KROLINSKI,3
KROLIVETS,3
KROLOP,3
KROLOVETZKY,3
KROMBHOLZ,3
KROMCZYŃSKI,3
KROMKIEWICZ,3
KROMPASHCHYK,3
KROMPLAS,3
KRONHAUS,3
KRONINGER,3
KRONOWSKI,3
KRONŻAŁA,3
KROŃ,3
KROPANTSEV,3
KROPFF,3
KROPIENIEWICZ,3
KROPIWA,3
KROPYVIANSKYI,3
KROPYVKO,3
KROSHNIAK,3
KROSS,3
KROTEVYCH,3
KROTZEK,3
KROUKAMP,3
KROWA,3
KRÓL ŁĘGOWSKI,3
KRÓL-GRONOSTAJ,3
KRÓL-JANKOWSKI,3
KRÓLKIEWICZ,3
KRÓL-WOJCIESZAK,3
KRÓPICKI,3
KRÓPIŃSKI,3
KRÖBER,3
KRÖKEL,3
KRÖLL,3
KRSMANOVIĆ,3
KRUAŻYR VEL KURWAZE,3
KRUBICZ,3
KRUCHOCKI,3
KRUCHYNSKI,3
KRUCZANOWSKI,3
KRUCZENKOW,3
KRUCZEWICZ,3
KRUGLIAK,3
KRUGLII,3
KRUHLEI,3
KRUHLENIA,3
KRUHLIY,3
KRUHLYAK,3
KRUHLYKOV,3
KRUISSEN,3
KRUITHOF,3
KRUKHOVSKYY,3
KRUKOV,3
KRUKOVICH,3
KRULAK-OSTROWSKI,3
KRUMECADYK,3
KRUMRYCH,3
KRUPA-WORONOWICZ,3
KRUPELNYTSKYI,3
KRUPENIN,3
KRUPIECZOWICZ,3
KRUPILNICKI,3
KRUPKIE,3
KRUPLEWICZ,3
KRUPODER,3
KRUPOŚKA,3
KRUPOT,3
KRUPOVICH,3
KRUPOVYCH,3
KRUSCHINSKI,3
KRUSCHYNA,3
KRUST,3
KRUSZELNIUK,3
KRUSZYNA-KOTULSKI,3
KRUSZYŃSKI-POLAK,3
KRUTALEWICZ,3
KRUTIEWICZ,3
KRUTIJ,3
KRUTIK,3
KRUTOGOLOV,3
KRUTSKYKH,3
KRUTSYK,3
KRUTYKH,3
KRUWCZYK-SKOLIMOWSKI,3
KRUZHALIN,3
KRUŻELECKI,3
KRUŻOWSKI,3
KRÜSCH,3
KRYCHENKO,3
KRYCH-RADKIEWICZ,3
KRYCZAŁÓW,3
KRYCZENKOW,3
KRYCZKIEWICZ,3
KRYHUL,3
KRYJANOWSKI,3
KRYKLIA,3
KRYKOTA,3
KRYKOVLIUK,3
KRYKSMAN GOODING,3
KRYKSZTAJN,3
KRYŁASZEWSKI,3
KRYMOVSKYI,3
KRYNGIERT,3
KRYNITSKYI,3
KRYNSKYI,3
KRYPIEC,3
KRYPOWICZ,3
KRYPOWYCZ,3
KRYSAN,3
KRYSCIAK,3
KRYSHNOV,3
KRYSHTANOVSKYI,3
KRYSHTANOVYCH,3
KRYSHTOF,3
KRYSHTOPIK,3
KRYSKOV,3
KRYSKOWSKI,3
KRYSS,3
KRYSTAN,3
KRYSTIANOWSKI,3
KRYSTJANOWSKI,3
KRYSTOCH,3
KRYSTYNCHUK,3
KRYSZNIEW,3
KRYSZTOF-BARCIKOWSKI,3
KRYSZTOFINSKI,3
KRYSZTOFJAK,3
KRYSZTOW,3
KRYSZYNIUK,3
KRYTS,3
KRYTYNA,3
KRYUCHENIA,3
KRYUCHKOV,3
KRYUDA,3
KRYVAKIVSKYI,3
KRYVANCHYK,3
KRYVANOSAU,3
KRYVAPUST,3
KRYVAROTAU,3
KRYVEHA,3
KRYVENIA,3
KRYVITSKIY,3
KRYVOHUB,3
KRYVOKHYZHYI,3
KRYVOKOBYLSKYI,3
KRYVONOSYUK,3
KRYVOPUSK,3
KRYVOSHAPOV,3
KRYVOVIAZIUK,3
KRYVOZUB,3
KRYVULCHAK,3
KRYVULKO,3
KRYVULSKYI,3
KRYVUTSKYY,3
KRYVY,3
KRYVYAK,3
KRYVYY,3
KRYWAK,3
KRYWAKOWSKI,3
KRYWALCZYK,3
KRYWAŃSKI,3
KRYWASZONEK,3
KRYWCOW,3
KRYWEJKO,3
KRYWINSKI,3
KRYWISZYN,3
KRYWOCHUBCZENKO,3
KRYWONIS,3
KRYWOSZYJA,3
KRYWUCKI,3
KRYWULEC,3
KRYZANSKI,3
KRYZHAN,3
KRYZHANIVSKYY,3
KRYZHANOUSKI,3
KRYZHANSKYI,3
KRYZHNYI,3
KRYZHOVETS,3
KRYZKYI,3
KRYZMA,3
KRYZYMENT,3
KRYŻAN,3
KRYŻTOPORSKI,3
KRYŻYK,3
KRZAKLEWSKI-STANISŁAWSKI,3
KRZĄS,3
KRZCZANOWICZ,3
KRZEBIATKE,3
KRZEMIEŃCZUCKI,3
KRZEMINIEWSKI,3
KRZEMNICKI,3
KRZENZEK,3
KRZEŃĆ,3
KRZEŃSKO,3
KRZEPTOWSKI SABAŁA,3
KRZESNIAK,3
KRZESTAN,3
KRZETUCKI,3
KRZEWITZA,3
KRZEWSKI-KSIĘSKI,3
KRZĘCIARZ,3
KRZĘK,3
KRZĘŚCIAK,3
KRZIKAWSKI,3
KRZISCZYK,3
KRZISKOWSKI,3
KRZISTEK,3
KRZTOŃ-KRÓLEWIECKI,3
KRZYCH-ŁOSZAK,3
KRZYJSZCZAK,3
KRZYKALLA,3
KRZYMIŃŹNIAK,3
KRZYNIAK,3
KRZYPOPA,3
KRZYPSKI,3
KRZYS,3
KRZYSAJ,3
KRZYSIAK-PIECUCH,3
KRZYSTAK,3
KRZYSTOFIAK,3
KRZYSZAKOWSKI,3
KRZYSZTAFEK,3
KRZYSZTOFOR,3
KRZYSZTOSZYK,3
KRZYŚCIEŃ,3
KRZYŚCIN-STEBNICKI,3
KRZYWANSKI,3
KRZYWONECKI,3
KRZYWORUCZKA,3
KRZYWORZYCKI,3
KRZYWOŻEKA,3
KRZYZANOWSKI,3
KRZYZON,3
KRZYŻANOWSKI-ZAJĄC,3
KRZYŻ-GRAJA,3
KRZYŻNIAK,3
KRZYŻTOFIK,3
KSCHUK,3
KSENAFONTAU,3
KSENCHENKO,3
KSENCZYN,3
KSENDZIUK,3
KÅSENE,3
KSENEVICH,3
KSENITA,3
KSENYCH,3
KSENYK,3
KSENZUK,3
KSHEVINSKYI,3
KSIANZOU,3
KSIĄSZCZAK,3
KSIĘŻOPOLSKI-KOSIERADZKI,3
KSIONSEK,3
KSIONSZKO,3
KSONDZYK,3
KSZANOWSKI,3
KSZONOWSKI,3
KTITOR,3
KUẞ,3
KUANG,3
KUBANEISHVILI,3
KUBANOV,3
KUBÁŇ,3
KUBELCZUK,3
KUBERA-SZYMANOWSKI,3
KUBERNAK,3
KUBERNY,3
KUBERO,3
KUBERT,3
KUBIAK-CHWAST,3
KUBIAK-WILCZARSKI,3
KUBICEK,3
KUBIENIAK,3
KUBIETZ,3
